Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz)
1144,Spectrogram 1,10,52577.75295,52578.67705,102.7918782,222.0812183
1145,Spectrogram 1,10,52605.60523,52607.08379,97.71573604,214.4670051
1146,Spectrogram 1,10,52645.63712,52647.04175,107.8680203,204.3147208
1147,Spectrogram 1,10,52652.14276,52653.39953,52.03045685,186.5482234
1148,Spectrogram 1,10,52671.30853,52672.52834,92.63959391,166.2436548
1149,Spectrogram 1,10,52714.44539,52716.62626,29.18781726,217.0050761
1150,Spectrogram 1,10,52784.73221,52785.98898,112.9441624,242.3857868
1151,Spectrogram 1,10,52803.36201,52804.47092,97.71573604,186.5482234
1152,Spectrogram 1,10,52855.85072,52857.03356,87.56345178,171.319797
1153,Spectrogram 1,10,52870.69172,52871.8376,105.3299492,176.3959391
1154,Spectrogram 1,10,52885.86539,52887.15913,74.87309645,204.3147208
1155,Spectrogram 1,10,52921.29527,52922.44115,46.95431472,237.3096447
1156,Spectrogram 1,10,52953.10269,52953.98983,87.56345178,267.7664975
1157,Spectrogram 1,10,52997.23757,52998.30952,85.02538071,201.7766497
1158,Spectrogram 1,10,53016.66209,53017.80797,87.56345178,173.857868
1159,Spectrogram 1,10,53098.77736,53099.9602,85.02538071,217.0050761
1160,Spectrogram 1,10,53121.56559,53122.93325,97.71573604,262.6903553
1161,Spectrogram 1,10,53136.99801,53137.88514,82.48730964,196.7005076
1162,Spectrogram 1,10,53146.64558,53147.49575,87.56345178,211.928934
1163,Spectrogram 1,10,53155.68325,53157.01395,79.94923858,181.4720812
1164,Spectrogram 1,10,53215.74956,53216.78455,74.87309645,234.7715736
1165,Spectrogram 1,10,53238.24208,53239.97939,92.63959391,217.0050761
1166,Spectrogram 1,10,53250.08901,53251.49364,59.64467005,351.5228426
1167,Spectrogram 1,10,53254.08111,53255.59663,105.3299492,255.0761421
1168,Spectrogram 1,10,53411.54725,53412.87795,105.3299492,267.7664975
1169,Spectrogram 1,10,53415.98291,53417.23969,97.71573604,237.3096447
1170,Spectrogram 1,10,53426.01861,53427.23842,115.4822335,280.4568528
1171,Spectrogram 1,10,53447.03258,53448.10453,107.8680203,194.1624365
1172,Spectrogram 1,10,53481.68622,53483.49745,107.8680203,250
1173,Spectrogram 1,10,53518.89036,53520.33195,135.786802,252.5380711
1174,Spectrogram 1,10,53554.00605,53555.5955,67.25888325,196.7005076
1175,Spectrogram 1,10,53562.6556,53563.80148,82.48730964,217.0050761
1176,Spectrogram 1,10,53572.5804,53573.61539,62.18274112,206.8527919
1177,Spectrogram 1,10,53648.74448,53650.40786,97.71573604,194.1624365
1178,Spectrogram 1,10,53661.64488,53662.53201,85.02538071,189.0862944
1179,Spectrogram 1,10,53711.28737,53712.2854,82.48730964,217.0050761
1180,Spectrogram 1,10,53733.70597,53734.74096,92.63959391,222.0812183
1181,Spectrogram 1,10,53848.94087,53850.41943,107.8680203,267.7664975
1182,Spectrogram 1,10,53868.55021,53869.65913,54.56852792,214.4670051
1183,Spectrogram 1,10,53912.48179,53913.84945,72.33502538,232.2335025
1184,Spectrogram 1,10,53941.0179,53942.12682,107.8680203,232.2335025
1185,Spectrogram 1,10,53957.87343,53959.09324,64.72081218,206.8527919
1186,Spectrogram 1,10,53959.49984,53960.46091,67.25888325,145.9390863
1187,Spectrogram 1,10,53972.97318,53973.89728,95.17766497,178.9340102
1188,Spectrogram 1,10,53995.31785,53996.57462,90.10152284,222.0812183
1189,Spectrogram 1,10,54046.91943,54048.43495,90.10152284,176.3959391
1190,Spectrogram 1,10,54079.68791,54081.09254,100.2538071,234.7715736
1191,Spectrogram 1,10,54097.67084,54099.07546,79.94923858,257.6142132
1192,Spectrogram 1,10,54115.6168,54116.57786,97.71573604,209.3908629
1193,Spectrogram 1,10,54120.68085,54122.01155,46.95431472,168.7817259
1194,Spectrogram 1,10,54124.1185,54125.22741,52.03045685,176.3959391
1195,Spectrogram 1,10,54127.03864,54128.18452,67.25888325,209.3908629
1196,Spectrogram 1,10,54169.99067,54171.32137,105.3299492,255.0761421
1197,Spectrogram 1,10,54167.21838,54168.47515,92.63959391,257.6142132
1198,Spectrogram 1,10,54179.71217,54180.82109,72.33502538,305.8375635
1199,Spectrogram 1,10,54189.41519,54191.0416,54.56852792,181.4720812
1200,Spectrogram 1,10,54232.25633,54233.29132,92.63959391,219.5431472
1201,Spectrogram 1,10,54271.93706,54273.71133,72.33502538,244.9238579
1202,Spectrogram 1,10,54302.45075,54303.67056,49.49238579,247.4619289
1204,Spectrogram 1,10,54323.64953,54325.16505,100.2538071,270.3045685
1207,Spectrogram 1,10,54359.83717,54361.2418,52.03045685,163.7055838
1208,Spectrogram 1,10,54421.6223,54423.02693,67.25888325,194.1624365
1209,Spectrogram 1,10,54409.5536,54410.66251,79.94923858,156.0913706
1210,Spectrogram 1,10,54461.00732,54462.59677,105.3299492,224.6192893
1211,Spectrogram 1,10,54477.88133,54479.17507,64.72081218,201.7766497
1212,Spectrogram 1,10,54495.40221,54496.73291,72.33502538,244.9238579
1213,Spectrogram 1,10,54499.0986,54500.13359,52.03045685,158.6294416
1214,Spectrogram 1,10,54522.36737,54523.47628,79.94923858,282.9949239
1215,Spectrogram 1,10,54525.13966,54526.47036,110.4060914,257.6142132
1216,Spectrogram 1,10,54615.70117,54616.6992,148.4771574,270.3045685
1217,Spectrogram 1,10,54709.14587,54710.77228,74.87309645,288.071066
1218,Spectrogram 1,10,54721.45484,54722.8225,97.71573604,262.6903553
1219,Spectrogram 1,10,54640.63331,54641.52044,57.10659898,242.3857868
1220,Spectrogram 1,10,54626.14347,54626.88274,82.48730964,191.6243655
1221,Spectrogram 1,10,54634.05374,54634.86694,62.18274112,189.0862944
1222,Spectrogram 1,10,54765.47882,54766.88345,74.87309645,209.3908629
1223,Spectrogram 1,10,54785.93833,54787.37992,97.71573604,285.5329949
1224,Spectrogram 1,10,54791.37202,54792.44398,62.18274112,168.7817259
1225,Spectrogram 1,10,54799.26381,54800.55755,97.71573604,181.4720812
1226,Spectrogram 1,10,54812.09028,54813.45794,72.33502538,244.9238579
1227,Spectrogram 1,10,54815.71274,54816.74773,67.25888325,191.6243655
1228,Spectrogram 1,10,54833.6587,54835.06333,52.03045685,262.6903553
1229,Spectrogram 1,10,54829.40786,54830.44285,130.7106599,255.0761421
1230,Spectrogram 1,10,54878.45893,54879.93749,46.95431472,206.8527919
1231,Spectrogram 1,10,54932.68495,54934.20046,77.41116751,211.928934
1232,Spectrogram 1,10,54943.18269,54944.58732,112.9441624,217.0050761
1233,Spectrogram 1,10,54945.03088,54946.36158,120.5583756,214.4670051
1234,Spectrogram 1,10,54938.22953,54939.41237,77.41116751,237.3096447
1235,Spectrogram 1,10,54975.08252,54976.41322,82.48730964,293.1472081
1236,Spectrogram 1,10,55008.40546,55009.47741,100.2538071,280.4568528
1237,Spectrogram 1,10,55010.36455,55011.28864,115.4822335,277.9187817
1238,Spectrogram 1,10,55014.02397,55015.4286,92.63959391,209.3908629
1239,Spectrogram 1,10,55060.59846,55061.85523,90.10152284,255.0761421
1240,Spectrogram 1,10,55082.42563,55083.2758,105.3299492,194.1624365
1241,Spectrogram 1,10,55077.25069,55077.98997,90.10152284,252.5380711
1242,Spectrogram 1,10,55071.00379,55071.92789,69.79695431,244.9238579
1243,Spectrogram 1,10,55048.62216,55049.43537,74.87309645,214.4670051
1244,Spectrogram 1,10,54916.56869,54917.49279,85.02538071,194.1624365
1245,Spectrogram 1,10,55108.42973,55109.79739,64.72081218,247.4619289
1246,Spectrogram 1,10,55166.74025,55167.88613,62.18274112,247.4619289
1247,Spectrogram 1,10,55170.4736,55171.47163,52.03045685,191.6243655
1248,Spectrogram 1,10,55252.10834,55253.36511,59.64467005,219.5431472
1249,Spectrogram 1,10,55239.94722,55241.42578,133.248731,214.4670051
1250,Spectrogram 1,10,55249.0773,55250.18622,102.7918782,288.071066
1251,Spectrogram 1,10,55264.7315,55265.76649,64.72081218,168.7817259
1252,Spectrogram 1,10,55297.01945,55298.16534,87.56345178,194.1624365
1253,Spectrogram 1,10,55307.36934,55308.44129,72.33502538,176.3959391
1254,Spectrogram 1,10,55309.91985,55311.47233,87.56345178,204.3147208
1255,Spectrogram 1,10,55318.58788,55319.77072,49.49238579,244.9238579
1256,Spectrogram 1,10,55345.22036,55346.55106,92.63959391,214.4670051
1257,Spectrogram 1,10,55333.2071,55334.31601,115.4822335,209.3908629
1258,Spectrogram 1,10,55361.22572,55362.40856,74.87309645,227.1573604
1259,Spectrogram 1,10,55373.14657,55374.25549,92.63959391,239.8477157
1260,Spectrogram 1,10,55392.4602,55393.56912,85.02538071,222.0812183
1261,Spectrogram 1,10,55402.92098,55404.14079,92.63959391,232.2335025
1262,Spectrogram 1,10,55452.74829,55453.82024,77.41116751,196.7005076
1263,Spectrogram 1,10,55481.52467,55483.00323,102.7918782,260.1522843
1264,Spectrogram 1,10,55484.70357,55485.81249,95.17766497,252.5380711
1265,Spectrogram 1,10,55522.96119,55524.21796,85.02538071,227.1573604
1266,Spectrogram 1,10,55546.82137,55547.85636,92.63959391,194.1624365
1267,Spectrogram 1,10,55554.30656,55555.15673,135.786802,260.1522843
1268,Spectrogram 1,10,55565.15546,55566.78187,55.83756345,241.1167513
1269,Spectrogram 1,10,55568.42676,55569.94228,64.72081218,247.4619289
1270,Spectrogram 1,10,55619.06728,55620.25013,82.48730964,237.3096447
1271,Spectrogram 1,10,55620.13923,55620.95244,118.0203046,313.4517766
1272,Spectrogram 1,10,55647.03046,55648.25027,52.03045685,227.1573604
1273,Spectrogram 1,10,55650.89319,55652.18692,133.248731,234.7715736
1274,Spectrogram 1,10,55635.12809,55636.16308,57.10659898,151.0152284
1275,Spectrogram 1,10,55630.28582,55631.50563,67.25888325,224.6192893
1276,Spectrogram 1,10,55672.92366,55673.88472,36.80203046,199.2385787
1277,Spectrogram 1,10,55676.58308,55677.35932,90.10152284,262.6903553
1278,Spectrogram 1,10,55686.76663,55687.98644,31.72588832,247.4619289
1279,Spectrogram 1,10,55723.08365,55724.34042,97.71573604,222.0812183
1280,Spectrogram 1,10,55748.57024,55750.23362,90.10152284,295.6852792
1281,Spectrogram 1,10,55734.41308,55735.63289,87.56345178,199.2385787
1282,Spectrogram 1,10,55767.29245,55768.51226,105.3299492,209.3908629
1283,Spectrogram 1,10,55797.8431,55799.06291,77.41116751,250
1284,Spectrogram 1,10,55794.18368,55795.88401,87.56345178,206.8527919
1285,Spectrogram 1,10,55817.15673,55818.89403,90.10152284,191.6243655
1286,Spectrogram 1,10,55820.55741,55822.25774,92.63959391,260.1522843
1287,Spectrogram 1,10,55818.70921,55819.55938,112.9441624,252.5380711
1288,Spectrogram 1,10,55826.30529,55827.56206,82.48730964,199.2385787
1289,Spectrogram 1,10,55850.66449,55851.8843,49.49238579,211.928934
1290,Spectrogram 1,10,55874.93128,55876.26198,87.56345178,209.3908629
1291,Spectrogram 1,10,55865.32067,55866.31869,118.0203046,219.5431472
1292,Spectrogram 1,10,55878.27651,55879.49632,82.48730964,232.2335025
1293,Spectrogram 1,10,55889.80924,55891.06601,62.18274112,237.3096447
1294,Spectrogram 1,10,55913.48461,55914.48263,77.41116751,232.2335025
1295,Spectrogram 1,10,55935.31178,55936.53159,87.56345178,217.0050761
1296,Spectrogram 1,10,55928.14079,55929.2497,97.71573604,191.6243655
1297,Spectrogram 1,10,55959.61553,55960.9832,46.95431472,191.6243655
1298,Spectrogram 1,10,55958.95018,55960.0591,90.10152284,211.928934
1299,Spectrogram 1,10,55988.42888,55989.4269,92.63959391,262.6903553
1300,Spectrogram 1,10,55990.94242,55992.34705,64.72081218,222.0812183
1301,Spectrogram 1,10,55996.48701,55997.9286,49.49238579,209.3908629
1302,Spectrogram 1,10,55999.48108,56000.51607,123.0964467,232.2335025
1303,Spectrogram 1,10,56003.49166,56004.67451,62.18274112,148.4771574
1304,Spectrogram 1,10,56005.33986,56006.30092,95.17766497,237.3096447
1305,Spectrogram 1,10,56011.40193,56012.7696,87.56345178,206.8527919
1306,Spectrogram 1,10,56020.90165,56022.26931,54.56852792,191.6243655
1307,Spectrogram 1,10,56026.50168,56028.0172,82.48730964,277.9187817
1308,Spectrogram 1,10,56051.39685,56052.76452,87.56345178,191.6243655
1309,Spectrogram 1,10,56054.16914,56055.42592,57.10659898,178.9340102
1310,Spectrogram 1,10,56059.30712,56060.5639,115.4822335,252.5380711
1311,Spectrogram 1,10,56063.41012,56064.74081,77.41116751,257.6142132
1312,Spectrogram 1,10,56066.77383,56067.95667,77.41116751,199.2385787
1313,Spectrogram 1,10,56072.11511,56073.40885,90.10152284,206.8527919
1314,Spectrogram 1,10,56074.99829,56075.99632,97.71573604,242.3857868
1315,Spectrogram 1,10,56094.25648,56095.2545,87.56345178,201.7766497
1316,Spectrogram 1,10,56098.69214,56099.94891,85.02538071,239.8477157
1317,Spectrogram 1,10,56113.82885,56114.93777,52.03045685,158.6294416
1318,Spectrogram 1,10,56121.33252,56122.33054,59.64467005,194.1624365
1319,Spectrogram 1,10,56125.19524,56126.2672,82.48730964,229.6954315
1320,Spectrogram 1,10,56154.15645,56155.48715,69.79695431,252.5380711
1321,Spectrogram 1,10,56159.47925,56160.5512,102.7918782,194.1624365
1322,Spectrogram 1,10,56164.50633,56165.65221,100.2538071,239.8477157
1323,Spectrogram 1,10,56171.12287,56172.34268,87.56345178,206.8527919
1324,Spectrogram 1,10,56185.5203,56186.59225,57.10659898,196.7005076
1325,Spectrogram 1,10,56192.02594,56193.06093,90.10152284,211.928934
1326,Spectrogram 1,10,56193.46754,56194.72431,52.03045685,151.0152284
1327,Spectrogram 1,10,56201.54414,56202.65306,62.18274112,181.4720812
1328,Spectrogram 1,10,56212.59635,56214.00097,59.64467005,219.5431472
1329,Spectrogram 1,10,56214.14883,56214.88811,67.25888325,161.1675127
1330,Spectrogram 1,10,56216.14488,56217.32772,97.71573604,321.0659898
1331,Spectrogram 1,10,56224.07363,56224.96076,90.10152284,209.3908629
1332,Spectrogram 1,10,56227.65913,56228.80501,69.79695431,178.9340102
1333,Spectrogram 1,10,56242.25986,56243.40574,87.56345178,209.3908629
1334,Spectrogram 1,10,56245.06912,56246.03018,82.48730964,255.0761421
1335,Spectrogram 1,10,56256.28765,56257.43353,72.33502538,181.4720812
1336,Spectrogram 1,10,56286.0251,56286.87527,64.72081218,189.0862944
1337,Spectrogram 1,10,56297.50238,56298.83308,107.8680203,217.0050761
1338,Spectrogram 1,10,56315.89192,56317.25958,87.56345178,194.1624365
1339,Spectrogram 1,10,56339.69666,56340.80557,64.72081218,206.8527919
1340,Spectrogram 1,10,56355.94228,56357.0512,82.48730964,229.6954315
1341,Spectrogram 1,10,56368.02947,56369.47106,85.02538071,211.928934
1342,Spectrogram 1,10,56370.59846,56372.11398,52.03045685,232.2335025
1343,Spectrogram 1,10,56436.54203,56437.57702,79.94923858,191.6243655
1344,Spectrogram 1,10,56421.31291,56422.08915,67.25888325,199.2385787
1345,Spectrogram 1,10,56444.8223,56445.8463,61.70411852,165.3329185
1346,Spectrogram 1,10,56451.49392,56452.6398,64.72081218,265.2284264
1347,Spectrogram 1,10,56458.96062,56460.47614,102.7918782,219.5431472
1348,Spectrogram 1,10,56463.06361,56464.0986,77.41116751,209.3908629
1349,Spectrogram 1,10,56479.12442,56480.2703,82.48730964,176.3959391
1350,Spectrogram 1,10,56480.45512,56481.71189,62.18274112,186.5482234
1351,Spectrogram 1,10,56492.96739,56493.85453,77.41116751,204.3147208
1352,Spectrogram 1,10,56492.11723,56492.8565,82.48730964,184.0101523
1353,Spectrogram 1,10,56513.59324,56514.99787,82.48730964,184.0101523
1354,Spectrogram 1,10,56518.64355,56519.59762,50.92592593,238.7037037
1355,Spectrogram 1,10,56562.42253,56563.64234,77.41116751,234.7715736
1356,Spectrogram 1,10,56552.40532,56553.9578,92.63959391,189.0862944
1357,Spectrogram 1,10,56604.11779,56605.04189,57.10659898,173.857868
1358,Spectrogram 1,10,56649.28765,56650.50746,82.48730964,260.1522843
1359,Spectrogram 1,10,56636.09155,56637.31136,62.18274112,250
1360,Spectrogram 1,10,56674.73729,56675.88317,49.49238579,171.319797
1361,Spectrogram 1,10,56679.20992,56680.57758,77.41116751,209.3908629
1362,Spectrogram 1,10,56728.37188,56729.4808,92.63959391,211.928934
1363,Spectrogram 1,10,56758.29414,56759.58788,79.94923858,232.2335025
1364,Spectrogram 1,10,56783.89163,56785.18537,95.17766497,184.0101523
1365,Spectrogram 1,10,56780.12132,56781.23023,69.79695431,227.1573604
1366,Spectrogram 1,10,56879.77594,56880.77397,39.34010152,176.3959391
1367,Spectrogram 1,10,56886.26311,56887.40899,87.56345178,209.3908629
1368,Spectrogram 1,10,56888.73969,56890.03342,77.41116751,211.928934
1369,Spectrogram 1,10,56900.67902,56902.30543,46.95431472,227.1573604
1370,Spectrogram 1,10,56897.90673,56899.05261,72.33502538,184.0101523
1371,Spectrogram 1,10,56923.3194,56924.6501,82.48730964,232.2335025
1372,Spectrogram 1,10,56912.74773,56913.89361,79.94923858,189.0862944
1373,Spectrogram 1,10,56944.85086,56946.10763,82.48730964,201.7766497
1374,Spectrogram 1,10,56968.23052,56969.33943,59.64467005,217.0050761
1375,Spectrogram 1,10,56963.5361,56964.8668,90.10152284,222.0812183
1376,Spectrogram 1,10,56982.03653,56983.14544,102.7918782,237.3096447
1377,Spectrogram 1,10,56987.58111,56988.65306,57.10659898,206.8527919
1378,Spectrogram 1,10,56998.59635,56999.52044,90.10152284,191.6243655
1379,Spectrogram 1,10,57033.60114,57034.93184,57.10659898,184.0101523
1380,Spectrogram 1,10,57071.80331,57073.06009,102.7918782,257.6142132
1381,Spectrogram 1,10,57233.35396,57234.2411,67.25888325,148.4771574
1382,Spectrogram 1,10,57249.76593,57250.98574,69.79695431,181.4720812
1383,Spectrogram 1,10,57287.72784,57288.83675,72.33502538,178.9340102
1384,Spectrogram 1,10,57332.63895,57333.74787,46.95431472,176.3959391
1385,Spectrogram 1,10,57344.874,57346.2047,54.56852792,217.0050761
1386,Spectrogram 1,10,57376.07151,57377.18043,77.41116751,181.4720812
1387,Spectrogram 1,10,57378.69595,57380.02665,87.56345178,252.5380711
1388,Spectrogram 1,10,57380.61807,57381.57913,46.95431472,186.5482234
1389,Spectrogram 1,10,57385.6082,57386.64319,49.49238579,166.2436548
1390,Spectrogram 1,10,57408.84,57409.76409,90.10152284,196.7005076
1391,Spectrogram 1,10,57422.36878,57423.66251,54.56852792,186.5482234
1392,Spectrogram 1,10,57450.94186,57452.05078,97.71573604,189.0862944
1393,Spectrogram 1,10,57469.68255,57470.60664,62.18274112,161.1675127
1394,Spectrogram 1,10,57489.25492,57490.21598,90.10152284,229.6954315
1395,Spectrogram 1,10,57498.99491,57499.84508,107.8680203,222.0812183
1396,Spectrogram 1,10,57504.90913,57506.35072,72.33502538,181.4720812
1397,Spectrogram 1,10,57519.43593,57520.43396,87.56345178,237.3096447
1398,Spectrogram 1,10,57538.08421,57538.93438,59.64467005,229.6954315
1399,Spectrogram 1,10,57569.30021,57570.40913,97.71573604,217.0050761
1400,Spectrogram 1,10,57586.65475,57587.76367,115.4822335,244.9238579
1401,Spectrogram 1,10,57572.20188,57573.1999,120.5583756,229.6954315
1402,Spectrogram 1,10,57590.96105,57591.92211,79.94923858,209.3908629
1404,Spectrogram 1,10,57628.0543,57629.27411,67.25888325,260.1522843
1405,Spectrogram 1,10,57640.4372,57641.54612,82.48730964,166.2436548
1406,Spectrogram 1,10,57644.39234,57645.50126,97.71573604,171.319797
1407,Spectrogram 1,10,57686.78991,57688.34239,46.95431472,232.2335025
1408,Spectrogram 1,10,57696.19722,57697.49096,62.18274112,181.4720812
1409,Spectrogram 1,10,57720.13133,57721.12936,95.17766497,234.7715736
1410,Spectrogram 1,10,57727.41322,57728.63303,69.79695431,257.6142132
1411,Spectrogram 1,10,57734.47332,57735.47135,100.2538071,217.0050761
1412,Spectrogram 1,10,57739.27863,57740.16576,95.17766497,196.7005076
1413,Spectrogram 1,10,57748.68593,57749.64699,87.56345178,199.2385787
1414,Spectrogram 1,10,57770.80882,57772.47219,87.56345178,196.7005076
1415,Spectrogram 1,10,57774.39431,57775.57716,85.02538071,211.928934
1416,Spectrogram 1,10,57799.5852,57801.13768,79.94923858,186.5482234
1417,Spectrogram 1,10,57809.60241,57810.52651,72.33502538,229.6954315
1418,Spectrogram 1,10,57816.08957,57816.90278,67.25888325,194.1624365
1419,Spectrogram 1,10,57840.9293,57842.48179,107.8680203,250
1420,Spectrogram 1,10,57861.75845,57862.90433,52.03045685,176.3959391
1421,Spectrogram 1,10,57847.30557,57848.37752,100.2538071,206.8527919
1422,Spectrogram 1,10,57880.92422,57881.77439,153.5532995,217.0050761
1423,Spectrogram 1,10,57888.50182,57889.16717,72.33502538,186.5482234
1424,Spectrogram 1,10,57900.64445,57901.79034,100.2538071,290.6091371
1425,Spectrogram 1,10,57897.87216,57899.31376,79.94923858,168.7817259
1426,Spectrogram 1,10,57928.97727,57930.30797,49.49238579,199.2385787
1427,Spectrogram 1,10,57941.15687,57942.82024,57.10659898,234.7715736
1428,Spectrogram 1,10,57956.38599,57958.08633,90.10152284,191.6243655
1429,Spectrogram 1,10,57967.08703,57968.12202,85.02538071,184.0101523
1430,Spectrogram 1,10,57976.80853,57977.88049,59.64467005,148.4771574
1431,Spectrogram 1,10,57982.87061,57983.499,74.87309645,151.0152284
1432,Spectrogram 1,10,57984.05346,57985.42112,62.18274112,181.4720812
1433,Spectrogram 1,10,58002.51692,58003.58887,97.71573604,222.0812183
1434,Spectrogram 1,10,57995.01325,57996.12216,74.87309645,184.0101523
1435,Spectrogram 1,10,58010.22388,58011.22191,62.18274112,191.6243655
1436,Spectrogram 1,10,58026.74674,58027.89262,74.87309645,227.1573604
1437,Spectrogram 1,10,58033.51113,58034.69398,95.17766497,214.4670051
1438,Spectrogram 1,10,58091.11934,58092.56093,110.4060914,252.5380711
1439,Spectrogram 1,10,58124.66407,58125.9578,77.41116751,158.6294416
1440,Spectrogram 1,10,58144.97572,58146.08464,85.02538071,181.4720812
1441,Spectrogram 1,10,58219.8091,58221.21373,100.2538071,250
1442,Spectrogram 1,10,58229.67846,58230.97219,77.41116751,270.3045685
1443,Spectrogram 1,10,58237.16364,58238.38345,64.72081218,201.7766497
1444,Spectrogram 1,10,58238.97487,58239.9729,69.79695431,209.3908629
1445,Spectrogram 1,10,58255.38684,58256.56968,107.8680203,227.1573604
1446,Spectrogram 1,10,58264.12879,58265.38557,34.26395939,191.6243655
1447,Spectrogram 1,10,58259.50831,58260.69115,138.3248731,262.6903553
1448,Spectrogram 1,10,58282.38895,58283.42394,69.79695431,252.5380711
1449,Spectrogram 1,10,58283.86751,58285.08732,90.10152284,186.5482234
1450,Spectrogram 1,10,58296.49067,58297.59959,74.87309645,267.7664975
1451,Spectrogram 1,10,58316.06305,58317.135,100.2538071,262.6903553
1452,Spectrogram 1,10,58333.3067,58334.60044,90.10152284,217.0050761
1453,Spectrogram 1,10,58338.44468,58339.66449,92.63959391,211.928934
1454,Spectrogram 1,10,58356.26127,58357.37019,44.41624365,217.0050761
1455,Spectrogram 1,10,58359.68043,58360.90024,105.3299492,247.4619289
1456,Spectrogram 1,10,58360.75238,58361.67648,128.1725888,267.7664975
1457,Spectrogram 1,10,58364.1161,58365.26198,92.63959391,250
1458,Spectrogram 1,10,58370.06728,58371.28709,59.64467005,171.319797
1459,Spectrogram 1,10,58385.64756,58386.79344,64.72081218,178.9340102
1460,Spectrogram 1,10,58390.12019,58391.2291,62.18274112,168.7817259
1461,Spectrogram 1,10,58394.66675,58395.84959,79.94923858,250
1462,Spectrogram 1,10,58406.199,58407.27143,97.65625,196.7005076
1463,Spectrogram 1,10,58423.59098,58424.58901,87.56345178,171.319797
1464,Spectrogram 1,10,58427.98969,58429.02467,87.56345178,204.3147208
1465,Spectrogram 1,10,58443.20032,58444.71584,52.03045685,222.0812183
1466,Spectrogram 1,10,58461.73771,58462.80966,102.7918782,168.7817259
1467,Spectrogram 1,10,58467.61497,58468.9087,77.41116751,217.0050761
1468,Spectrogram 1,10,58471.1635,58471.97671,82.48730964,156.0913706
1469,Spectrogram 1,10,58484.45202,58485.15433,64.72081218,204.3147208
1470,Spectrogram 1,10,58508.01649,58509.12541,85.02538071,201.7766497
1471,Spectrogram 1,10,58510.60396,58511.63895,67.25888325,196.7005076
1472,Spectrogram 1,10,58515.22445,58516.37033,67.25888325,186.5482234
1473,Spectrogram 1,10,58523.17168,58524.57631,110.4060914,214.4670051
1474,Spectrogram 1,10,58524.53935,58525.50041,95.17766497,196.7005076
1475,Spectrogram 1,10,58526.23969,58527.49646,100.2538071,219.5431472
1476,Spectrogram 1,10,58542.5962,58543.55727,107.8680203,201.7766497
1477,Spectrogram 1,10,58554.38768,58555.64445,54.56852792,242.3857868
1478,Spectrogram 1,10,58563.05571,58563.97981,90.10152284,204.3147208
1479,Spectrogram 1,10,58570.18974,58571.33562,54.56852792,186.5482234
1480,Spectrogram 1,10,58578.46965,58579.50464,110.4060914,277.9187817
1481,Spectrogram 1,10,58572.66632,58573.77524,74.87309645,184.0101523
1482,Spectrogram 1,10,58581.03864,58582.59113,59.64467005,143.4010152
1483,Spectrogram 1,10,58612.51339,58613.43749,74.87309645,201.7766497
1484,Spectrogram 1,10,58616.35763,58617.42958,72.33502538,176.3959391
1485,Spectrogram 1,10,58623.82434,58624.67451,92.63959391,196.7005076
1486,Spectrogram 1,10,58629.36892,58630.32998,90.10152284,194.1624365
1487,Spectrogram 1,10,58631.49434,58632.86201,102.7918782,239.8477157
1488,Spectrogram 1,10,58650.34592,58651.52877,52.03045685,161.1675127
1489,Spectrogram 1,10,58657.09183,58658.60735,87.56345178,229.6954315
1490,Spectrogram 1,10,58659.97501,58661.37964,105.3299492,201.7766497
1491,Spectrogram 1,10,58666.62851,58667.84832,69.79695431,260.1522843
1492,Spectrogram 1,10,58684.83322,58686.01607,87.56345178,267.7664975
1493,Spectrogram 1,10,58691.48672,58692.89135,92.63959391,211.928934
1494,Spectrogram 1,10,58685.90518,58686.94017,92.63959391,209.3908629
1495,Spectrogram 1,10,58713.60961,58714.82942,69.79695431,206.8527919
1496,Spectrogram 1,10,58742.23813,58743.23616,64.72081218,168.7817259
1497,Spectrogram 1,10,58743.71669,58744.49293,77.41116751,161.1675127
1498,Spectrogram 1,10,58749.81573,58751.0725,62.18274112,173.857868
1499,Spectrogram 1,10,58771.71683,58772.67789,107.8680203,244.9238579
1500,Spectrogram 1,10,58773.93466,58774.8218,105.3299492,250
1501,Spectrogram 1,10,58777.39079,58778.35185,100.2538071,217.0050761
1502,Spectrogram 1,10,58779.53469,58780.7545,52.03045685,217.0050761
1503,Spectrogram 1,10,58801.25097,58802.43382,62.18274112,166.2436548
1504,Spectrogram 1,10,58811.00944,58812.3771,57.10659898,201.7766497
1505,Spectrogram 1,10,58819.4372,58820.39826,74.87309645,181.4720812
1506,Spectrogram 1,10,58846.88289,58848.13966,82.48730964,262.6903553
1507,Spectrogram 1,10,58851.44793,58852.7047,67.25888325,191.6243655
1508,Spectrogram 1,10,58876.19524,58877.30416,64.72081218,171.319797
1509,Spectrogram 1,10,58895.45343,58896.45145,79.94923858,171.319797
1510,Spectrogram 1,10,58906.45018,58907.9657,64.72081218,224.6192893
1511,Spectrogram 1,10,58914.58224,58915.83901,90.10152284,194.1624365
1512,Spectrogram 1,10,58918.42648,58919.42451,110.4060914,214.4670051
1513,Spectrogram 1,10,58947.44313,58948.66294,54.56852792,186.5482234
1514,Spectrogram 1,10,58984.79513,58986.34762,62.18274112,211.928934
1515,Spectrogram 1,10,58995.14502,58996.51268,87.56345178,313.4517766
1516,Spectrogram 1,10,59057.89121,59058.96316,82.48730964,219.5431472
